"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Alabama"	"01"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Male"	"M"	10	88280	Unreliable
	"2015"	"2015"	"Alabama"	"01"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	15	74525	Unreliable
	"2015"	"2015"	"Alabama"	"01"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	13	71448	Unreliable
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	23	211621	10.9
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	43	213746	20.1
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	24	208137	11.5
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	47	208694	22.5
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	32	235343	13.6
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	48	233703	20.5
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	11	239611	Unreliable
	"2015"	"2015"	"Alabama"	"01"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	30	227147	13.2
	"2015"	"2015"	"Alaska"	"02"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	11	46441	Unreliable
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	15	375257	Unreliable
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	47	397264	11.8
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	39	360982	10.8
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	83	383763	21.6
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	56	346226	16.2
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	99	352036	28.1
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	88	363851	24.2
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	99	360378	27.5
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	63	378127	16.7
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	91	344204	26.4
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"65-74 years"	"65-74"	"Female"	"F"	20	316842	6.3
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	24	284617	8.4
	"2015"	"2015"	"Arizona"	"04"	"White"	"2106-3"	"75-84 years"	"75-84"	"Female"	"F"	10	166430	Unreliable
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	11	158038	Unreliable
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	15	150745	Unreliable
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	29	153379	18.9
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	34	145333	23.4
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	26	147806	17.6
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	34	157422	21.6
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	36	157580	22.8
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	18	160595	Unreliable
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	27	151379	17.8
	"2015"	"2015"	"Arkansas"	"05"	"White"	"2106-3"	"65-74 years"	"65-74"	"Female"	"F"	11	129499	Unreliable
	"2015"	"2015"	"California"	"06"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"Male"	"M"	10	54763	Unreliable
	"2015"	"2015"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"25-34 years"	"25-34"	"Male"	"M"	19	494958	Unreliable
	"2015"	"2015"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"35-44 years"	"35-44"	"Male"	"M"	13	442874	Unreliable
	"2015"	"2015"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"45-54 years"	"45-54"	"Male"	"M"	12	405996	Unreliable
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Male"	"M"	10	225200	Unreliable
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Female"	"F"	12	177705	Unreliable
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	15	176055	Unreliable
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Female"	"F"	17	188959	Unreliable
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	27	184480	14.6
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Female"	"F"	25	164119	15.2
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	50	150593	33.2
	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Male"	"M"	30	77521	38.7
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	32	1989637	1.6
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	74	2117709	3.5
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	75	2043322	3.7
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	204	2209269	9.2
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	102	1846050	5.5
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	194	1929495	10.1
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	213	1925955	11.1
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	317	1973853	16.1
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	245	1771936	13.8
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	369	1715990	21.5
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"65-74 years"	"65-74"	"Female"	"F"	71	1210783	5.9
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	104	1079496	9.6
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"75-84 years"	"75-84"	"Female"	"F"	25	648765	3.9
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"75-84 years"	"75-84"	"Male"	"M"	20	508926	3.9
	"2015"	"2015"	"California"	"06"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	15	359185	Unreliable
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	10	306636	Unreliable
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	30	333983	9.0
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	38	347061	10.9
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	73	375109	19.5
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	39	314522	12.4
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	51	333374	15.3
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	48	321198	14.9
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	62	321690	19.3
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	35	322229	10.9
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	60	308846	19.4
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"65-74 years"	"65-74"	"Female"	"F"	11	210571	Unreliable
	"2015"	"2015"	"Colorado"	"08"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	22	195163	11.3
	"2015"	"2015"	"Connecticut"	"09"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	10	27598	Unreliable
	"2015"	"2015"	"Connecticut"	"09"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	12	20476	Unreliable
	"2015"	"2015"	"Connecticut"	"09"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	13	189651	Unreliable
	"2015"	"2015"	"Connecticut"	"09"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	42	200814	20.9
	"2015"	"2015"	"Connecticut"	"09"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	29	166289	17.4
	"2015"	"2015"	"Connecticut"	"09"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	115	172919	66.5
	"2015"	"2015"	"Connecticut"	"09"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	36	170675	21.1
