"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2014"	"2014"	"Alabama"	"01"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	11	74331	Unreliable
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	15	222839	Unreliable
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	27	209459	12.9
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	43	212565	20.2
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	27	210863	12.8
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	42	211753	19.8
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	35	237891	14.7
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	44	236505	18.6
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	28	237390	11.8
	"2014"	"2014"	"Alabama"	"01"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	43	224776	19.1
	"2014"	"2014"	"Alaska"	"02"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	10	45720	Unreliable
	"2014"	"2014"	"Arizona"	"04"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	10	15259	Unreliable
	"2014"	"2014"	"Arizona"	"04"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	21	374316	5.6
	"2014"	"2014"	"Arizona"	"04"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	31	396426	7.8
	"2014"	"2014"	"Arizona"	"04"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	35	357099	9.8
	"2014"	"2014"	"Arizona"	"04"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	90	379026	23.7
	"2014"	"2014"	"Arizona"	"04"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	36	345977	10.4
